Row ID,Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order_Date,new_ship,Year,Month,Day
2788,US-2014-117744,standard class,MD-17860,michael dominguez,corporate,united states,corpus christi,texas,78415,central,FUR-FU-10001588,furniture,furnishings,"deflect-o supertray unbreakable stackable tray, letter, black",58.36,5,0.6,-24.803,02-12-2014,06-12-2014,2014,12,2
2789,US-2014-117744,standard class,MD-17860,michael dominguez,corporate,united states,corpus christi,texas,78415,central,OFF-AR-10000940,office supplies,art,newell 343,16.464,7,0.2,1.4406,02-12-2014,06-12-2014,2014,12,2
2790,US-2014-117744,standard class,MD-17860,michael dominguez,corporate,united states,corpus christi,texas,78415,central,FUR-FU-10002759,furniture,furnishings,12-1/2 diameter round wall clock,39.96,5,0.6,-23.976,02-12-2014,06-12-2014,2014,12,2
2791,CA-2014-125514,first class,BM-11650,brian moss,corporate,united states,omaha,nebraska,68104,central,OFF-AP-10000358,office supplies,appliances,fellowes basic home/office series surge protectors,25.96,2,0,7.5284,21-09-2014,22-09-2014,2014,9,21
2792,CA-2014-125514,first class,BM-11650,brian moss,corporate,united states,omaha,nebraska,68104,central,OFF-AP-10003281,office supplies,appliances,acco 6 outlet guardian standard surge suppressor,36.27,3,0,10.881,21-09-2014,22-09-2014,2014,9,21
2793,CA-2014-125514,first class,BM-11650,brian moss,corporate,united states,omaha,nebraska,68104,central,OFF-PA-10000029,office supplies,paper,xerox 224,6.48,1,0,3.1104,21-09-2014,22-09-2014,2014,9,21
2794,CA-2014-154599,standard class,KN-16450,kean nguyen,corporate,united states,redondo beach,california,90278,west,TEC-PH-10001557,technology,phones,pyle pmp37led,1075.088,14,0.2,94.0702,12-04-2014,17-04-2014,2014,4,12
2795,CA-2014-154599,standard class,KN-16450,kean nguyen,corporate,united states,redondo beach,california,90278,west,TEC-PH-10000576,technology,phones,at&t 1080 corded phone,438.368,4,0.2,38.3572,12-04-2014,17-04-2014,2014,4,12
2796,CA-2014-154599,standard class,KN-16450,kean nguyen,corporate,united states,redondo beach,california,90278,west,OFF-BI-10002764,office supplies,binders,recycled pressboard report cover with reinforced top hinge,18.088,7,0.2,6.5569,12-04-2014,17-04-2014,2014,4,12
2797,CA-2014-154599,standard class,KN-16450,kean nguyen,corporate,united states,redondo beach,california,90278,west,FUR-BO-10001337,furniture,bookcases,o'sullivan living dimensions 2-shelf bookcases,308.499,3,0.15,-18.147,12-04-2014,17-04-2014,2014,4,12
2798,CA-2017-158743,standard class,IG-15085,ivan gibson,consumer,united states,little rock,arkansas,72209,south,OFF-AR-10002257,office supplies,art,"eldon spacemaker box, quick-snap lid, clear",13.36,4,0,4.1416,20-10-2017,27-10-2017,2017,10,20
2799,CA-2017-158743,standard class,IG-15085,ivan gibson,consumer,united states,little rock,arkansas,72209,south,OFF-PA-10001019,office supplies,paper,xerox 1884,39.96,2,0,18.7812,20-10-2017,27-10-2017,2017,10,20
2800,CA-2017-158743,standard class,IG-15085,ivan gibson,consumer,united states,little rock,arkansas,72209,south,OFF-BI-10003364,office supplies,binders,binding machine supplies,145.85,5,0,70.008,20-10-2017,27-10-2017,2017,10,20
2801,CA-2016-153318,first class,JS-15595,jill stevenson,corporate,united states,miami,florida,33180,south,TEC-PH-10000984,technology,phones,panasonic kx-tg9471b,783.96,5,0.2,78.396,25-10-2016,28-10-2016,2016,10,25
2802,US-2015-110163,first class,GA-14725,guy armstrong,consumer,united states,salem,oregon,97301,west,OFF-AR-10001683,office supplies,art,lumber crayons,7.88,1,0.2,1.773,01-11-2015,04-11-2015,2015,11,1
2803,CA-2017-143329,standard class,DL-13330,denise leinenbach,consumer,united states,las cruces,new mexico,88001,west,FUR-FU-10000629,furniture,furnishings,9-3/4 diameter round wall clock,41.37,3,0,17.3754,03-11-2017,08-11-2017,2017,11,3
2804,CA-2015-159380,standard class,CS-12505,cindy stewart,consumer,united states,san francisco,california,94122,west,OFF-PA-10003893,office supplies,paper,xerox 1962,12.84,3,0,5.778,12-05-2015,16-05-2015,2015,5,12
2805,CA-2015-159380,standard class,CS-12505,cindy stewart,consumer,united states,san francisco,california,94122,west,OFF-PA-10004239,office supplies,paper,xerox 1953,25.68,6,0,11.556,12-05-2015,16-05-2015,2015,5,12
2806,CA-2015-122623,standard class,CC-12145,charles crestani,consumer,united states,el paso,texas,79907,central,FUR-CH-10000553,furniture,chairs,"metal folding chairs, beige, 4/carton",47.516,2,0.3,-2.0364,07-09-2015,11-09-2015,2015,9,7
2807,CA-2015-148635,second class,MH-18025,michelle huthwaite,consumer,united states,seattle,washington,98115,west,OFF-FA-10004395,office supplies,fasteners,plymouth boxed rubber bands by plymouth,9.42,2,0,0.471,25-07-2015,27-07-2015,2015,7,25
2808,CA-2015-148635,second class,MH-18025,michelle huthwaite,consumer,united states,seattle,washington,98115,west,OFF-PA-10004782,office supplies,paper,xerox 228,12.96,2,0,6.2208,25-07-2015,27-07-2015,2015,7,25
2809,CA-2015-148635,second class,MH-18025,michelle huthwaite,consumer,united states,seattle,washington,98115,west,FUR-BO-10002213,furniture,bookcases,"sauder forest hills library, woodland oak finish",704.9,5,0,56.392,25-07-2015,27-07-2015,2015,7,25
2810,CA-2015-148635,second class,MH-18025,michelle huthwaite,consumer,united states,seattle,washington,98115,west,FUR-CH-10001854,furniture,chairs,office star - professional matrix back chair with 2-to-1 synchro tilt and mesh fabric seat,561.568,2,0.2,28.0784,25-07-2015,27-07-2015,2015,7,25
2811,CA-2015-135685,second class,MP-18175,mike pelletier,home office,united states,milwaukee,wisconsin,53209,central,OFF-PA-10000157,office supplies,paper,xerox 191,179.82,9,0,84.5154,16-11-2015,18-11-2015,2015,11,16
2812,CA-2015-135685,second class,MP-18175,mike pelletier,home office,united states,milwaukee,wisconsin,53209,central,FUR-FU-10001185,furniture,furnishings,"advantus employee of the month certificate frame, 11 x 13-1/2",185.58,6,0,76.0878,16-11-2015,18-11-2015,2015,11,16
2813,CA-2015-135685,second class,MP-18175,mike pelletier,home office,united states,milwaukee,wisconsin,53209,central,FUR-TA-10001520,furniture,tables,"lesro sheffield collection coffee table, end table, center table, corner table",214.11,3,0,36.3987,16-11-2015,18-11-2015,2015,11,16
2814,CA-2015-135685,second class,MP-18175,mike pelletier,home office,united states,milwaukee,wisconsin,53209,central,TEC-AC-10004145,technology,accessories,logitech dinovo edge keyboard,999.96,4,0,229.9908,16-11-2015,18-11-2015,2015,11,16
2815,CA-2015-135685,second class,MP-18175,mike pelletier,home office,united states,milwaukee,wisconsin,53209,central,FUR-TA-10000688,furniture,tables,"chromcraft bull-nose wood round conference table top, wood base",653.55,3,0,111.1035,16-11-2015,18-11-2015,2015,11,16
2816,CA-2015-104626,standard class,DR-12940,daniel raglin,home office,united states,franklin,massachusetts,2038,east,OFF-BI-10001510,office supplies,binders,deluxe heavy-duty vinyl round ring binder,114.6,5,0,51.57,01-09-2015,08-09-2015,2015,9,1
2817,CA-2015-104626,standard class,DR-12940,daniel raglin,home office,united states,franklin,massachusetts,2038,east,FUR-CH-10003817,furniture,chairs,"global value steno chair, gray",60.74,1,0,15.185,01-09-2015,08-09-2015,2015,9,1
2818,CA-2015-104626,standard class,DR-12940,daniel raglin,home office,united states,franklin,massachusetts,2038,east,FUR-FU-10000308,furniture,furnishings,deflect-o glass clear studded chair mats,124.36,2,0,27.3592,01-09-2015,08-09-2015,2015,9,1
2819,CA-2015-104626,standard class,DR-12940,daniel raglin,home office,united states,franklin,massachusetts,2038,east,OFF-ST-10003208,office supplies,storage,adjustable depth letter/legal cart,1088.76,6,0,315.7404,01-09-2015,08-09-2015,2015,9,1
2820,CA-2016-160500,first class,DM-13015,darrin martin,consumer,united states,encinitas,california,92024,west,OFF-BI-10003784,office supplies,binders,computer printout index tabs,6.72,5,0.2,2.352,05-05-2016,08-05-2016,2016,5,5
2821,CA-2016-160500,first class,DM-13015,darrin martin,consumer,united states,encinitas,california,92024,west,FUR-TA-10003748,furniture,tables,bevis 36 x 72 conference tables,298.776,3,0.2,7.4694,05-05-2016,08-05-2016,2016,5,5
2822,CA-2017-100202,standard class,BD-11620,brian decherney,consumer,united states,anaheim,california,92804,west,TEC-PH-10002563,technology,phones,adtran 1202752g1,302.376,3,0.2,22.6782,31-12-2016,05-01-2017,2016,12,31
2823,CA-2017-131016,first class,DC-12850,dan campbell,consumer,united states,arlington,texas,76017,central,OFF-AR-10000122,office supplies,art,newell 314,8.928,2,0.2,0.558,18-09-2017,20-09-2017,2017,9,18
2824,CA-2017-131016,first class,DC-12850,dan campbell,consumer,united states,arlington,texas,76017,central,OFF-ST-10000352,office supplies,storage,acco perma 2700 stacking storage drawers,47.584,2,0.2,-2.974,18-09-2017,20-09-2017,2017,9,18
2825,US-2014-112914,standard class,MT-18070,michelle tran,home office,united states,houston,texas,77041,central,OFF-PA-10003270,office supplies,paper,xerox 1954,33.792,8,0.2,10.56,25-09-2014,30-09-2014,2014,9,25
2826,US-2014-112914,standard class,MT-18070,michelle tran,home office,united states,houston,texas,77041,central,FUR-BO-10003272,furniture,bookcases,o'sullivan living dimensions 5-shelf bookcases,300.5328,2,0.32,-97.2312,25-09-2014,30-09-2014,2014,9,25
2827,US-2014-112914,standard class,MT-18070,michelle tran,home office,united states,houston,texas,77041,central,OFF-BI-10002982,office supplies,binders,avery self-adhesive photo pockets for polaroid photos,2.724,2,0.8,-4.3584,25-09-2014,30-09-2014,2014,9,25
2828,US-2014-112914,standard class,MT-18070,michelle tran,home office,united states,houston,texas,77041,central,OFF-EN-10001509,office supplies,envelopes,poly string tie envelopes,3.264,2,0.2,1.1016,25-09-2014,30-09-2014,2014,9,25
2829,CA-2016-124149,first class,MJ-17740,max jones,consumer,united states,lancaster,ohio,43130,east,OFF-PA-10002421,office supplies,paper,embossed ink jet note cards,108.336,6,0.2,37.9176,23-04-2016,26-04-2016,2016,4,23
2830,CA-2016-124149,first class,MJ-17740,max jones,consumer,united states,lancaster,ohio,43130,east,OFF-ST-10000760,office supplies,storage,eldon fold 'n roll cart system,55.92,5,0.2,6.291,23-04-2016,26-04-2016,2016,4,23
2831,CA-2016-124149,first class,MJ-17740,max jones,consumer,united states,lancaster,ohio,43130,east,OFF-PA-10002923,office supplies,paper,xerox 1942,78.304,2,0.2,29.364,23-04-2016,26-04-2016,2016,4,23
2832,CA-2014-148915,standard class,ND-18370,natalie decherney,consumer,united states,portland,oregon,97206,west,OFF-ST-10001128,office supplies,storage,"carina mini system audio rack, model ar050b",443.92,5,0.2,-94.333,01-11-2014,05-11-2014,2014,11,1
2833,CA-2014-148915,standard class,ND-18370,natalie decherney,consumer,united states,portland,oregon,97206,west,TEC-PH-10000673,technology,phones,plantronics voyager pro hd - bluetooth headset,155.976,3,0.2,54.5916,01-11-2014,05-11-2014,2014,11,1
2834,CA-2017-134649,second class,CA-11965,carol adams,corporate,united states,hoover,alabama,35244,south,OFF-AR-10001547,office supplies,art,newell 311,15.47,7,0,4.1769,26-01-2017,31-01-2017,2017,1,26
2835,CA-2017-134649,second class,CA-11965,carol adams,corporate,united states,hoover,alabama,35244,south,OFF-BI-10001890,office supplies,binders,avery poly binder pockets,7.16,2,0,3.4368,26-01-2017,31-01-2017,2017,1,26
2836,CA-2017-110842,standard class,GA-14725,guy armstrong,consumer,united states,los angeles,california,90036,west,OFF-AP-10003971,office supplies,appliances,belkin 6 outlet metallic surge strip,10.89,1,0,2.8314,11-11-2017,16-11-2017,2017,11,11
2837,CA-2017-110842,standard class,GA-14725,guy armstrong,consumer,united states,los angeles,california,90036,west,OFF-PA-10000520,office supplies,paper,xerox 201,19.44,3,0,9.3312,11-11-2017,16-11-2017,2017,11,11
2838,CA-2017-110842,standard class,GA-14725,guy armstrong,consumer,united states,los angeles,california,90036,west,OFF-BI-10000977,office supplies,binders,ibico plastic spiral binding combs,121.6,5,0.2,39.52,11-11-2017,16-11-2017,2017,11,11
2839,CA-2016-147368,first class,TC-21295,toby carlisle,consumer,united states,tallahassee,florida,32303,south,TEC-MA-10002178,technology,machines,cisco cp-7937g unified ip conference station phone,695.7,2,0.5,-27.828,09-06-2016,12-06-2016,2016,6,9
2840,US-2015-104185,second class,JB-15400,jennifer braxton,corporate,united states,new york city,new york,10009,east,OFF-ST-10001526,office supplies,storage,iceberg mobile mega data/printer cart,120.33,1,0,31.2858,03-09-2015,08-09-2015,2015,9,3
2841,US-2014-125521,standard class,CK-12325,christine kargatis,home office,united states,chesapeake,virginia,23320,south,FUR-CH-10003379,furniture,chairs,global commerce series high-back swivel/tilt chairs,1139.92,4,0,284.98,14-03-2014,19-03-2014,2014,3,14
2842,US-2017-135062,second class,RL-19615,rob lucas,consumer,united states,fayetteville,north carolina,28314,south,OFF-PA-10000100,office supplies,paper,xerox 1945,229.544,7,0.2,83.2097,31-08-2017,04-09-2017,2017,8,31
2843,CA-2017-135650,standard class,AC-10660,anna chung,consumer,united states,huntsville,texas,77340,central,OFF-ST-10001809,office supplies,storage,fellowes officeware wire shelving,143.728,2,0.2,-32.3388,23-03-2017,27-03-2017,2017,3,23
2844,CA-2017-112865,standard class,BH-11710,brosina hoffman,consumer,united states,philadelphia,pennsylvania,19140,east,TEC-AC-10000387,technology,accessories,keytronic kt800p2 - keyboard - black,36.048,3,0.2,-0.9012,18-05-2017,22-05-2017,2017,5,18
2845,US-2016-162852,standard class,BG-11695,brooke gillingham,corporate,united states,woodstock,illinois,60098,central,FUR-CH-10004853,furniture,chairs,"global manager's adjustable task chair, storm",845.488,8,0.3,-12.0784,27-12-2016,31-12-2016,2016,12,27
2846,CA-2017-138163,first class,XP-21865,xylona preis,consumer,united states,everett,massachusetts,2149,east,OFF-AR-10001958,office supplies,art,stanley bostitch contemporary electric pencil sharpeners,50.94,3,0,14.2632,17-11-2017,20-11-2017,2017,11,17
2847,CA-2017-152093,standard class,SN-20560,skye norling,home office,united states,chicago,illinois,60653,central,OFF-BI-10003527,office supplies,binders,fellowes pb500 electric punch plastic comb binding machine with manual bind,762.594,3,0.8,-1143.891,10-09-2017,15-09-2017,2017,9,10
2848,CA-2017-157854,standard class,DM-13345,denise monton,corporate,united states,roswell,georgia,30076,south,FUR-FU-10003832,furniture,furnishings,"eldon expressions punched metal & wood desk accessories, black & cherry",56.28,6,0,15.7584,08-04-2017,15-04-2017,2017,4,8
2849,CA-2017-157854,standard class,DM-13345,denise monton,corporate,united states,roswell,georgia,30076,south,OFF-BI-10001359,office supplies,binders,gbc docubind tl300 electric binding system,2690.97,3,0,1264.7559,08-04-2017,15-04-2017,2017,4,8
2850,CA-2016-123617,standard class,AJ-10780,anthony jacobs,corporate,united states,palm coast,florida,32137,south,OFF-BI-10002976,office supplies,binders,accohide binder by acco,7.434,6,0.7,-5.6994,28-11-2016,03-12-2016,2016,11,28
2851,US-2016-128293,first class,KC-16255,karen carlisle,corporate,united states,philadelphia,pennsylvania,19120,east,OFF-ST-10000736,office supplies,storage,carina double wide media storage towers in natural & black,64.784,1,0.2,-12.9568,02-06-2016,05-06-2016,2016,6,2
2852,CA-2017-107342,standard class,VF-21715,vicky freymann,home office,united states,columbus,indiana,47201,central,OFF-PA-10001745,office supplies,paper,"wirebound message books, 2 7/8"" x 5"", 3 forms per page",28.16,4,0,13.2352,17-12-2017,22-12-2017,2017,12,17
2853,CA-2016-136371,second class,SV-20935,susan vittorini,consumer,united states,oceanside,new york,11572,east,FUR-FU-10000409,furniture,furnishings,"ge 4 foot flourescent tube, 40 watt",14.98,1,0,6.8908,19-03-2016,21-03-2016,2016,3,19
2854,CA-2016-136371,second class,SV-20935,susan vittorini,consumer,united states,oceanside,new york,11572,east,FUR-FU-10000221,furniture,furnishings,"master caster door stop, brown",20.32,4,0,6.9088,19-03-2016,21-03-2016,2016,3,19
2855,CA-2017-137344,same day,EM-13810,eleni mccrary,corporate,united states,franklin,massachusetts,2038,east,OFF-ST-10000344,office supplies,storage,"neat ideas personal hanging folder files, black",40.29,3,0,10.4754,20-08-2017,20-08-2017,2017,8,20
2856,CA-2017-169810,standard class,RB-19360,raymond buch,consumer,united states,sioux falls,south dakota,57103,central,OFF-LA-10003663,office supplies,labels,avery 498,20.23,7,0,9.5081,25-07-2017,31-07-2017,2017,7,25
2857,CA-2016-128594,first class,DJ-13510,don jones,corporate,united states,san diego,california,92037,west,FUR-CH-10001215,furniture,chairs,global troy executive leather low-back tilter,1603.136,4,0.2,100.196,26-08-2016,29-08-2016,2016,8,26
2858,CA-2016-154690,second class,CC-12370,christopher conant,consumer,united states,fayetteville,north carolina,28314,south,FUR-CH-10000988,furniture,chairs,hon olson stacker stools,225.296,2,0.2,22.5296,15-08-2016,17-08-2016,2016,8,15
2859,CA-2017-138975,standard class,SC-20380,shahid collister,consumer,united states,atlanta,georgia,30318,south,TEC-AC-10003441,technology,accessories,kingston digital datatraveler 32gb usb 2.0,67.8,4,0,4.068,19-05-2017,23-05-2017,2017,5,19
2860,CA-2017-138975,standard class,SC-20380,shahid collister,consumer,united states,atlanta,georgia,30318,south,TEC-PH-10004389,technology,phones,nokia lumia 925,377.97,3,0,98.2722,19-05-2017,23-05-2017,2017,5,19
2861,CA-2017-138975,standard class,SC-20380,shahid collister,consumer,united states,atlanta,georgia,30318,south,FUR-BO-10004695,furniture,bookcases,o'sullivan 2-door barrister bookcase in odessa pine,1628.82,9,0,374.6286,19-05-2017,23-05-2017,2017,5,19
2862,CA-2017-138975,standard class,SC-20380,shahid collister,consumer,united states,atlanta,georgia,30318,south,OFF-PA-10000100,office supplies,paper,xerox 1945,286.93,7,0,140.5957,19-05-2017,23-05-2017,2017,5,19
2863,CA-2017-106537,standard class,RH-19495,rick hansen,consumer,united states,orlando,florida,32839,south,OFF-PA-10000223,office supplies,paper,xerox 2000,20.736,4,0.2,7.2576,12-08-2017,17-08-2017,2017,8,12
2864,US-2017-103828,same day,JK-15370,jay kimmel,consumer,united states,san francisco,california,94122,west,OFF-ST-10001325,office supplies,storage,sterilite officeware hinged file box,31.44,3,0,8.4888,13-08-2017,13-08-2017,2017,8,13
2865,US-2017-103828,same day,JK-15370,jay kimmel,consumer,united states,san francisco,california,94122,west,OFF-AP-10004249,office supplies,appliances,staple holder,83.79,7,0,22.6233,13-08-2017,13-08-2017,2017,8,13
2866,US-2017-103828,same day,JK-15370,jay kimmel,consumer,united states,san francisco,california,94122,west,OFF-AR-10000588,office supplies,art,newell 345,59.52,3,0,15.4752,13-08-2017,13-08-2017,2017,8,13
2867,US-2017-103828,same day,JK-15370,jay kimmel,consumer,united states,san francisco,california,94122,west,OFF-SU-10000946,office supplies,supplies,staple remover,31.92,4,0,9.2568,13-08-2017,13-08-2017,2017,8,13
2868,CA-2016-115588,second class,AF-10885,art foster,consumer,united states,toledo,ohio,43615,east,OFF-SU-10001225,office supplies,supplies,staple remover,14.72,5,0.2,-3.312,10-11-2016,12-11-2016,2016,11,10
2869,CA-2016-115588,second class,AF-10885,art foster,consumer,united states,toledo,ohio,43615,east,OFF-ST-10001558,office supplies,storage,acco perma 4000 stacking storage drawers,38.976,3,0.2,-2.436,10-11-2016,12-11-2016,2016,11,10
2870,CA-2017-143861,standard class,LC-16885,lena creighton,consumer,united states,saint petersburg,florida,33710,south,FUR-FU-10001546,furniture,furnishings,dana swing-arm lamps,17.088,2,0.2,1.068,12-06-2017,19-06-2017,2017,6,12
2871,CA-2014-148040,standard class,BF-11275,beth fritzler,corporate,united states,tucson,arizona,85705,west,OFF-PA-10002581,office supplies,paper,xerox 1951,74.352,3,0.2,23.235,22-03-2014,26-03-2014,2014,3,22
2872,CA-2014-148040,standard class,BF-11275,beth fritzler,corporate,united states,tucson,arizona,85705,west,FUR-CH-10001482,furniture,chairs,office star - mesh screen back chair with vinyl seat,314.352,3,0.2,-35.3646,22-03-2014,26-03-2014,2014,3,22
2873,CA-2017-135167,standard class,SC-20800,stuart calhoun,consumer,united states,los angeles,california,90036,west,OFF-AR-10002399,office supplies,art,"dixon prang watercolor pencils, 10-color set with brush",4.26,1,0,1.7466,15-06-2017,20-06-2017,2017,6,15
2874,CA-2017-137022,standard class,SW-20275,scott williamson,consumer,united states,san diego,california,92105,west,OFF-ST-10001963,office supplies,storage,tennsco regal shelving units,811.28,8,0,24.3384,16-11-2017,22-11-2017,2017,11,16
2875,US-2017-102638,first class,MC-17845,michael chen,consumer,united states,new york city,new york,10035,east,OFF-FA-10002988,office supplies,fasteners,ideal clamps,6.03,3,0,2.9547,29-12-2017,31-12-2017,2017,12,29
2876,US-2016-167339,second class,TD-20995,tamara dahlen,consumer,united states,san diego,california,92037,west,FUR-CH-10004289,furniture,chairs,global super steno chair,153.568,2,0.2,-5.7588,21-01-2016,23-01-2016,2016,1,21
2877,US-2016-167339,second class,TD-20995,tamara dahlen,consumer,united states,san diego,california,92037,west,FUR-CH-10000785,furniture,chairs,global ergonomic managers chair,1013.488,7,0.2,76.0116,21-01-2016,23-01-2016,2016,1,21
2878,CA-2016-152072,standard class,Dp-13240,dean percer,home office,united states,westfield,new jersey,7090,east,OFF-EN-10003040,office supplies,envelopes,quality park security envelopes,52.34,2,0,24.5998,15-01-2016,19-01-2016,2016,1,15
2879,CA-2016-152072,standard class,Dp-13240,dean percer,home office,united states,westfield,new jersey,7090,east,OFF-AR-10001573,office supplies,art,american pencil,4.66,2,0,1.3514,15-01-2016,19-01-2016,2016,1,15
2880,CA-2016-152072,standard class,Dp-13240,dean percer,home office,united states,westfield,new jersey,7090,east,TEC-AC-10000844,technology,accessories,logitech gaming g510s - keyboard,254.97,3,0,91.7892,15-01-2016,19-01-2016,2016,1,15
2881,CA-2016-102932,second class,SD-20485,shirley daniels,home office,united states,orange,new jersey,7050,east,OFF-BI-10000756,office supplies,binders,storex duratech recycled plastic frosted binders,25.44,6,0,12.72,19-09-2016,23-09-2016,2016,9,19
2882,CA-2016-102932,second class,SD-20485,shirley daniels,home office,united states,orange,new jersey,7050,east,OFF-SU-10000381,office supplies,supplies,acme forged steel scissors with black enamel handles,27.93,3,0,8.0997,19-09-2016,23-09-2016,2016,9,19
2883,CA-2014-165540,standard class,TM-21010,tamara manning,consumer,united states,woodstock,illinois,60098,central,OFF-BI-10004094,office supplies,binders,gbc standard plastic binding systems combs,8.85,5,0.8,-13.7175,21-02-2014,25-02-2014,2014,2,21
2884,CA-2016-130799,second class,BK-11260,berenike kampe,consumer,united states,san francisco,california,94110,west,FUR-FU-10001852,furniture,furnishings,"eldon regeneration recycled desk accessories, smoke",6.96,4,0,2.2272,11-11-2016,16-11-2016,2016,11,11
2885,CA-2016-164483,standard class,JF-15490,jeremy farry,consumer,united states,san francisco,california,94122,west,OFF-BI-10000014,office supplies,binders,heavy-duty e-z-d binders,17.456,2,0.2,5.8914,30-01-2016,03-02-2016,2016,1,30
2886,US-2016-159856,standard class,EP-13915,emily phan,consumer,united states,tempe,arizona,85281,west,FUR-CH-10003396,furniture,chairs,global deluxe steno chair,307.92,5,0.2,-34.641,18-10-2016,22-10-2016,2016,10,18
2887,CA-2017-102099,first class,EP-13915,emily phan,consumer,united states,los angeles,california,90008,west,OFF-AR-10003811,office supplies,art,newell 327,6.63,3,0,1.7901,18-12-2017,19-12-2017,2017,12,18
2888,CA-2017-102099,first class,EP-13915,emily phan,consumer,united states,los angeles,california,90008,west,OFF-PA-10003172,office supplies,paper,xerox 1996,12.96,2,0,6.2208,18-12-2017,19-12-2017,2017,12,18
2889,CA-2017-102099,first class,EP-13915,emily phan,consumer,united states,los angeles,california,90008,west,OFF-PA-10000289,office supplies,paper,xerox 213,32.4,5,0,15.552,18-12-2017,19-12-2017,2017,12,18
2890,CA-2017-164049,standard class,KH-16630,ken heidel,corporate,united states,seattle,washington,98105,west,OFF-PA-10000791,office supplies,paper,"wirebound message books, four 2 3/4 x 5 forms per page, 200 sets per book",23.85,5,0,10.7325,02-11-2017,06-11-2017,2017,11,2
2891,CA-2014-142727,second class,HG-14845,harry greene,consumer,united states,lake charles,louisiana,70601,south,FUR-CH-10002304,furniture,chairs,"global stack chair without arms, black",51.96,2,0,12.99,29-04-2014,01-05-2014,2014,4,29
2892,CA-2014-142727,second class,HG-14845,harry greene,consumer,united states,lake charles,louisiana,70601,south,OFF-BI-10000136,office supplies,binders,avery non-stick heavy duty view round locking ring binders,17.94,3,0,8.6112,29-04-2014,01-05-2014,2014,4,29
2893,CA-2017-139913,standard class,JC-16105,julie creighton,corporate,united states,rochester,new york,14609,east,OFF-PA-10003739,office supplies,paper,xerox 1969,11.56,2,0,5.6644,23-10-2017,29-10-2017,2017,10,23
2894,CA-2017-139913,standard class,JC-16105,julie creighton,corporate,united states,rochester,new york,14609,east,OFF-PA-10002479,office supplies,paper,xerox 4200 series multiuse premium copy paper (20lb. and 84 bright),26.4,5,0,11.88,23-10-2017,29-10-2017,2017,10,23
2895,CA-2017-139913,standard class,JC-16105,julie creighton,corporate,united states,rochester,new york,14609,east,FUR-FU-10000771,furniture,furnishings,"eldon 200 class desk accessories, smoke",69.08,11,0,29.0136,23-10-2017,29-10-2017,2017,10,23
2896,CA-2017-139913,standard class,JC-16105,julie creighton,corporate,united states,rochester,new york,14609,east,TEC-PH-10001552,technology,phones,i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink,35.88,3,0,10.0464,23-10-2017,29-10-2017,2017,10,23
2897,CA-2014-169033,standard class,KM-16720,kunst miller,consumer,united states,long beach,new york,11561,east,OFF-AR-10001915,office supplies,art,peel-off china markers,49.65,5,0,20.853,30-03-2014,03-04-2014,2014,3,30
2898,US-2016-164630,standard class,EB-13975,erica bern,corporate,united states,charlotte,north carolina,28205,south,TEC-CO-10000971,technology,copiers,hewlett packard 310 color digital copier,959.968,4,0.2,119.996,04-01-2016,09-01-2016,2016,1,4
2899,US-2015-114839,standard class,PW-19240,pierre wener,consumer,united states,houston,texas,77036,central,FUR-CH-10004086,furniture,chairs,hon 4070 series pagoda armless upholstered stacking chairs,408.422,2,0.3,-5.8346,26-04-2015,30-04-2015,2015,4,26
2900,CA-2015-166464,standard class,PG-18895,paul gonzalez,consumer,united states,new york city,new york,10035,east,TEC-CO-10000971,technology,copiers,hewlett packard 310 color digital copier,479.984,2,0.2,59.998,12-09-2015,17-09-2015,2015,9,12
2901,CA-2015-166464,standard class,PG-18895,paul gonzalez,consumer,united states,new york city,new york,10035,east,OFF-LA-10001317,office supplies,labels,avery 520,12.6,4,0,6.048,12-09-2015,17-09-2015,2015,9,12
2902,CA-2017-124898,standard class,DB-12910,daniel byrd,home office,united states,columbus,georgia,31907,south,OFF-PA-10003656,office supplies,paper,xerox 1935,184.66,7,0,84.9436,11-09-2017,15-09-2017,2017,9,11
2903,CA-2016-164035,standard class,CR-12730,craig reiter,consumer,united states,chicago,illinois,60610,central,OFF-PA-10002160,office supplies,paper,xerox 1978,23.12,5,0.2,8.381,12-06-2016,17-06-2016,2016,6,12
2904,CA-2016-153577,standard class,KH-16330,katharine harms,corporate,united states,highland park,illinois,60035,central,OFF-PA-10000575,office supplies,paper,"wirebound message books, four 2 3/4 x 5 white forms per page",37.464,7,0.2,12.1758,27-06-2016,01-07-2016,2016,6,27
2905,CA-2016-153577,standard class,KH-16330,katharine harms,corporate,united states,highland park,illinois,60035,central,FUR-CH-10003981,furniture,chairs,global commerce series low-back swivel/tilt chairs,539.658,3,0.3,-7.7094,27-06-2016,01-07-2016,2016,6,27
2906,CA-2014-127586,standard class,CS-12400,christopher schild,home office,united states,seattle,washington,98115,west,OFF-ST-10002615,office supplies,storage,"dual level, single-width filing carts",310.12,2,0,80.6312,26-09-2014,30-09-2014,2014,9,26
